station,station_naam,valid_time,hi_p10,hi_p50,hi_p90,n_runs,temp_c,rh,run,risico,risico_key,bias_corrected
afobaka,Brokopondo / Afobaka,2026-07-20 21:00:00+00:00,30.3897588777409,30.441817432105825,32.793112320038425,4.0,27.930718994140648,68.80000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-21 00:00:00+00:00,24.632810059441486,24.964844089084224,25.39192975870771,4.0,24.107995605468773,89.0999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-21 03:00:00+00:00,23.807675504048692,24.088721692827043,24.405715504540364,4.0,23.088616943359398,94.5999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-21 06:00:00+00:00,23.119763599819635,23.252551892598497,23.888785115559923,4.0,22.269311523437523,96.20000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-21 09:00:00+00:00,22.71971504847211,22.85172090530398,23.277832386864585,4.0,21.905389404296898,96.80000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-21 12:00:00+00:00,26.31288426208499,26.404704386393252,26.58427732467654,4.0,25.945642089843773,78.80000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-21 15:00:00+00:00,32.42052614768285,32.711061211300134,33.17296996307952,4.0,30.408502197265648,56.900001525878906,2026-07-18 06:00:00+00:00,Let op,let_op,False
afobaka,Brokopondo / Afobaka,2026-07-21 18:00:00+00:00,33.34749745831354,33.87101449970555,34.30142109634109,4.0,32.82198486328127,43.0,2026-07-18 06:00:00+00:00,Let op,let_op,False
afobaka,Brokopondo / Afobaka,2026-07-21 21:00:00+00:00,32.692290224576205,32.91699540530854,33.01413102936222,4.0,30.254388427734398,58.5,2026-07-18 06:00:00+00:00,Let op,let_op,False
afobaka,Brokopondo / Afobaka,2026-07-22 00:00:00+00:00,25.031291620042612,25.418562032911534,25.943142599317788,4.0,25.411096191406273,78.0999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-22 03:00:00+00:00,23.763458292643257,24.393595458136694,24.695273110707628,4.0,23.602777099609398,87.0,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-22 06:00:00+00:00,22.513221462249785,22.602373710208497,23.07896058739559,4.0,21.970391845703148,93.70000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-22 09:00:00+00:00,21.66072630521989,22.05309981875952,22.18598822699656,4.0,21.452020263671898,96.5,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-22 12:00:00+00:00,25.55001246007286,25.816854932573122,26.18840390480892,4.0,25.428521728515648,74.9000015258789,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-22 15:00:00+00:00,30.300635233237877,30.46242249970932,31.335416851706253,4.0,30.567987060546898,40.0,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-22 18:00:00+00:00,31.484797054560154,31.741329546998273,32.253686408985324,4.0,32.11861572265627,35.79999923706055,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-22 21:00:00+00:00,30.974246532611385,31.042525047226473,31.318205109226966,4.0,29.315057373046898,57.10000228881836,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-23 00:00:00+00:00,23.688118409050865,24.754548922644748,25.896612002478726,4.0,25.454888916015648,77.0,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-23 03:00:00+00:00,22.599424289703393,23.568753138648162,23.700816875881646,4.0,22.918328857421898,92.4000015258789,2026-07-18 06:00:00+00:00,Normaal,normaal,False
afobaka,Brokopondo / Afobaka,2026-07-23 06:00:00+00:00,22.06771245066328,22.887218221028668,23.086269657135045,4.0,22.354547119140648,95.5,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-18 06:00:00+00:00,26.513015096876384,26.783382521735327,26.973771269904272,4.0,26.153375244140648,84.20000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-18 09:00:00+00:00,26.00015209409928,26.087430426279727,26.176719500223818,4.0,25.248162841796898,88.5,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-18 12:00:00+00:00,27.395682831509873,28.470127029626305,28.803746865512377,4.0,26.608361816406273,79.5999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-18 15:00:00+00:00,31.17201129057615,31.796840238629038,32.07492523178197,4.0,28.572900390625023,71.5999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-18 18:00:00+00:00,30.72875389644934,31.093346174244353,31.310786393088197,4.0,28.011590576171898,74.4000015258789,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-18 21:00:00+00:00,29.537483398285943,29.672032714144343,29.993286284090217,4.0,26.903863525390648,79.9000015258789,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-19 00:00:00+00:00,29.490429079627255,29.76614195375073,30.051593671455144,4.0,27.039697265625023,80.80000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-19 03:00:00+00:00,29.48492065791141,29.792101667426287,30.156100084745717,4.0,27.132043457031273,80.5999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-19 06:00:00+00:00,28.835030675577926,28.993051542848157,29.5297971508043,4.0,26.650018310546898,82.20000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-19 09:00:00+00:00,26.68901761500044,26.846515636444117,28.40277352428345,4.0,25.761834716796898,86.4000015258789,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-19 12:00:00+00:00,26.574731110466878,27.594760055311408,28.787142563698378,4.0,25.967736816406273,85.0,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-19 15:00:00+00:00,30.859636133229472,31.179422076512715,31.331524573546947,4.0,28.262078857421898,70.30000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-19 18:00:00+00:00,30.132059625241624,30.53946464389726,31.205482295792244,4.0,27.373681640625023,75.20000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-19 21:00:00+00:00,29.86809413222577,30.14543228750049,30.44425218917624,4.0,27.061853027343773,82.5999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-20 00:00:00+00:00,29.724205593648804,29.921417524878812,30.0246912713226,4.0,26.867791748046898,82.20000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-20 03:00:00+00:00,29.31057609152602,29.84682222048862,29.97029030506965,4.0,26.554681396484398,85.0,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-20 06:00:00+00:00,27.463826105309998,28.456373772921324,28.75459671875881,4.0,26.294976806640648,83.20000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-20 09:00:00+00:00,26.311702031453475,26.56173806508385,26.803533429463737,4.0,25.650018310546898,83.5999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-20 12:00:00+00:00,28.42454792681213,28.916850023037853,29.122404754730802,4.0,26.287866210937523,79.80000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-20 15:00:00+00:00,30.227172421814544,30.53801206947005,30.720576455107164,4.0,27.398889160156273,75.80000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-20 18:00:00+00:00,30.442072394597155,30.550296074894,31.019445320512943,4.0,27.601464843750023,76.30000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-20 21:00:00+00:00,28.985873792899145,30.054429816755814,30.16292806510027,4.0,27.130731201171898,79.20000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-21 00:00:00+00:00,28.61357135378326,28.92909738355734,29.560558530816,4.0,26.407983398437523,81.9000015258789,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-21 03:00:00+00:00,29.19058209906015,29.298312204871422,29.379654655150365,4.0,26.688623046875023,82.70000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-21 06:00:00+00:00,26.753191237979493,26.86184727562801,26.958960396660725,4.0,26.069329833984398,85.5999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-21 09:00:00+00:00,25.842353884379097,25.92274067560834,26.1432942619324,4.0,25.005395507812523,86.20000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-21 12:00:00+00:00,26.939035340203205,26.975922423468717,27.008704300774497,4.0,26.145623779296898,81.0999984741211,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-21 15:00:00+00:00,30.662962834022018,30.906882922871073,31.188558485017197,4.0,27.708489990234398,74.30000305175781,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-21 18:00:00+00:00,28.803455848112815,29.681470062758514,30.466951247493615,4.0,27.321984863281273,78.70000457763672,2026-07-18 06:00:00+00:00,Normaal,normaal,False
nickerie,Nieuw Nickerie,2026-07-21 21:00:00+00:00,29.088414903813753,29.65441140018106,30.064411829371668,4.0,26.454400634765648,85.9000015258789,2026-07-18 06:00:00+00:00,Normaal,normaal,False
